text,true_label,predicted_label,confidence
i feel so strange tan is weird i always been pale and you can see all my veins this is a complete new thing for me because honestly i had never been like that not even in morocco or in the mediterranean sun here is wild,fear,surprise,0.5295574
i am so used to doing all of these things it feels strange to hand the responsibility over to others but it feels great,fear,surprise,0.52955633
ive now been in texas for over half a year and there are times i feel as though i am a stranger in a strange land,fear,surprise,0.52955383
ive been trying to figure out whats going on with me all day today because generally i just feel weird for lack of a better adjective,fear,surprise,0.5295536
i remember feeling very strange and said i feel like i have had a stroke,fear,surprise,0.529547
i feel weird the next day as i truly do not belong in the setting or with the person,fear,surprise,0.5295464
i have found that nice comfy dent my butt has made on the couch so welcoming so hypnotic and has that aura of where i belong that i feel strange not easing down into it and basking in the glow of vegging out for the evening,fear,surprise,0.529546
i feel like some sort of strange sterotype,fear,surprise,0.52954495
i feel in a strange peculiarly beautiful manner,fear,surprise,0.5295423
i told her a couple hrs before dinner that maybe we should skip dinner because i didnt wanna make her feel weird or hurt,fear,surprise,0.529542
i need to silence this paltry feeling everythings just weird,fear,surprise,0.5295391
i started feeling a bit strange but it passed relatively quickly and all was well,fear,surprise,0.5295353
i am beginning to hope and pray that the theme for next year will instead be one of unity as i feel for some strange reason that god is laying this word on my heart in a touching impacting manner,fear,surprise,0.52953476
i actually can agree with deaf people feeling weird about hearing people deluding their language and making money off of it,fear,surprise,0.5295341
i could feel that strange paralysis all over my body arms and hands except this odd little force field was not holding down my middle fingers forefingers or thumbs,fear,surprise,0.52953213
i will be leaving connor out after the birth but he will obviously feel a little strange that one day he has me all to himself all my attention all the time and the next he will have to share me,fear,surprise,0.5295301
i think to a certain extent i feel a weird mutated version of this concept,fear,surprise,0.52952856
i had to admit it feels a little strange thinking that next week i will be at home getting ready for the baby to come rather than working at tracycakes,fear,surprise,0.5295278
i get the feeling it has a strange rhythm,fear,surprise,0.52952325
i go in coeur d alene i am surrounded by them and it feels strange to look at them and think all these people are actually as nuts as me,fear,surprise,0.529517
i feel something strange,fear,surprise,0.52951324
i am getting used to the new baby bump which does feel strange sometimes,fear,surprise,0.5295125
i now have real experience and yet it feels very strange,fear,surprise,0.52951115
i didnt feel a thing which was very strange to me,fear,surprise,0.52950996
i was riding to work the bike started feeling very strange a very strong vibration at the back i realised very quickly that i must have had a nail which had punctured the rear tyre and it was going down,fear,surprise,0.529507
i do think it feels a little strange to stand there as the woman does all the work,fear,surprise,0.52950674
i intend to write more detailed entries but i just wanted to tell you that it feels strange being back here,fear,surprise,0.52950627
i have been asking myself some difficult questions in an attempt to understand why i feel this strange push and pull between different aspects of my life,fear,surprise,0.52949774
i am told that growing pains are good even though they can feel absolutely strange and uncomfortable,fear,surprise,0.5294977
i woke last saturday feeling strange and maybe,fear,surprise,0.5294968
i feel like i am just caught in this strange limbo where i am not sure if i am progressing in any particular direction,fear,surprise,0.5294959
i feel dieting is a strange mixture of self loathing and narcissism,fear,surprise,0.52949554
i feel is strange,fear,surprise,0.529495
i am feeling a bit strange tonight,fear,surprise,0.52949494
i find myself looking up at him which feels really strange as we used to be the same height,fear,surprise,0.52949333
i believe its not a mistake that i am at christ fellowship even though there are days when i feel like i am a stranger in a strange land and wonder what on earth i am doing there,fear,surprise,0.5294924
i as built my academic repertoire i became a lot less different and those very same people who made me feel strange were looking to be my friend so some of my international cool could rub off on them,fear,surprise,0.5294917
i feel a little strange pimping my own work but i guess i need to get over it,fear,surprise,0.52948964
i just had this feeling that it would work sounds weird i know but i just felt like she was gonna get it she was gonna figure it out,fear,surprise,0.5294885
i feel strange all of a sudden,fear,surprise,0.52948195
i feel like it will be strange to eat out at a restaurant with a bunch of people i do not know all around,fear,surprise,0.5294817
i feel strange today,fear,surprise,0.52947456
i have here at uni is going to feel very strange,fear,surprise,0.52947044
i feel pressure a strange tightness in the chest,fear,surprise,0.5294689
i will adjust to it but for now it feels so strange,fear,surprise,0.5294686
i feel that strange anticipation that seems to be charging the very air this september but i do not know what it means,fear,surprise,0.52945745
ive been feeling kinda strange all day because of turning of the clocks i hadnt been aware of it at all so i guess i got a bit confused in the morning,fear,surprise,0.5294558
i feel strange just tweeting that,fear,surprise,0.52945375
i am still feeling a bit strange about not having to plan for my year old but i am sure i will get over it,fear,surprise,0.52945274
i feel quite strange writing this thinking that there is nobody to read this but hopefully one day somebody will read this blog,fear,surprise,0.52945256
i lay there my eyes closed as i thought about how he had made me feel how there had been a strange twang of pleasure through the pain,fear,surprise,0.5294522
i deny that i myself is one of them using ipod almost every time en route which i feel listening is not that strange as it only requires ears,fear,surprise,0.5294463
i feel i need to report a strange vibrational shift which is taking place at the end of november,fear,surprise,0.5294395
i really like the slightly surreal feeling of some of them strange fleeting figures or lonely people isolated in a busy scene,fear,surprise,0.5294288
i love the idea of matte nail polish and i enjoy it on others but i feel like it just looks strange on me,fear,surprise,0.5294196
ive kind of lost my voice at the moment i feel like i am in a very strange unusual place,fear,surprise,0.52941805
i feel i understand everything they say and experience a strange kinship though ive never been on an actual battlefield,fear,surprise,0.52938217
i was touching his hair feeling how it slipped past my fingers leaving strange tingling feelings i couldn t stop,fear,surprise,0.5293595
i think as we do more preparing for the holidays it will start feeling like christmas its just so strange not being at home and not having any snow,fear,surprise,0.52935416
i feel like each an everyone of our athletes are our kids which in hindsight is strange because some of them are older than me,fear,surprise,0.5293278
i am a fan of the clay masks as like to feel them harden on my face strange i know,fear,surprise,0.52925223
when my friends left without waiting for me,anger,sadness,0.52025473
i know it wouldn t have solved anything but i m sure that it would have momentarily made me feel less agitated for sure,fear,anger,0.51512426
i bound apprentice not to say what a acceptable boy at the aforementioned time i feel agitated with him,fear,anger,0.5150598
i aint working so i will pick up my shit because wqfnwoknqownfoqjnfwfb this is making me feel agitated,fear,anger,0.5150585
i was still rushing and feeling agitated about the huge hour and a half slip in my schedule,fear,anger,0.5150445
i haven t been home much to argue but i don t think that s the reason i m not feeling agitated by the stupidity of others as much,fear,anger,0.515036
i don t want to judge him for being what he is and just examine myself when i feel agitated about him,fear,anger,0.51503325
i feel very agitated amp aggrieved by kplc because we have not had power for weeks now around our area plot by pass in pipeline after a transformer exploded we are unable to operate our businesses,fear,anger,0.5150134
i feel agitated last thing i realized the hanging computer was bloody i digested all the ideas brought by dawn and incarnated all whats on my groggy intestines kick this moron out of my digestion,fear,anger,0.515007
i think ive dropped into dark night because i feel quite agitated at the moment,fear,anger,0.51499337
i am driving along suddenly feeling agitated and restless about this theory of letting go and detachment that claims to deliver you from the hell that is associated with loving an addict,fear,anger,0.51498127
i feel agitated annoyed and i see feel the darkness everywhere,fear,anger,0.5149664
i took for granted a few weeks ago is really weird and makes me feel really agitated and frustrated,fear,anger,0.51493
i squeeze it tightly and feel it start to grow harder and harder your breathing becoming more agitated as the nipple clamps bite into your inflamed boobs and the feeling of having to pee overwhelms you,fear,anger,0.51492304
i realize i am feeling agitated about something,fear,anger,0.5148673
i always feel agitated when my glasses break in real life theyre like my eyes because i am blind,fear,anger,0.51486194
i am finding myself feeling fairly agitated and a little stressed with revision which is leading to emotional eating so having one less thing to worry about will not only help me to relax a little but also free up some well needed energy to keep my head in the books,fear,anger,0.51485395
i know i will likely to feel agitated most of today,fear,anger,0.51481587
i am feeling kinda agitated and cannot really get some shut eyes after what i had just found out a couple of hours ago,fear,anger,0.5147975
i got out yesterday and today i still feel agitated and irritated by the whole situation,fear,anger,0.51479274
i feel agitated certain i would feel the ache of everything less if i were moving again,fear,anger,0.51478773
i was feeling agitated and on the verge of tears wanting to call someone anyone and vent run away hide i was a mess,fear,anger,0.5147765
i start feeling agitated ungrounded and hungry all the time,fear,anger,0.5147687
i don t feel agitated some part of me thinks that i ve finally managed to keep my emotions in check,fear,anger,0.51475525
i feel agitated antsy and somewhat hyper but at the same time incapable,fear,anger,0.51473945
i cannot focus on writing when i feel so agitated,fear,anger,0.51472515
i can feel myself getting either agitated because i don t like something that is happening aversion or angst y because i want something i can not have at the time craving,fear,anger,0.51469755
i want to feel less agitated less overly shy less forgettable less embarrased,fear,anger,0.51465243
i do not know how i feel agitated,fear,anger,0.5146275
i feel too agitated to sleep i do not want to deal with tomorrow or anything after,fear,anger,0.5146232
i feel agitated i want to do stuff well that s totally fine,fear,anger,0.5146061
i feel so agitated ok,fear,anger,0.5145972
i am feeling very agitated right now,fear,anger,0.5145928
i enjoyed his music i was still feeling slightly agitated and averse to loud noise,fear,anger,0.5145571
i sit at my computer this morning i feel agitated,fear,anger,0.514525
i sure feel agitated in search of an undefined dream or goal,fear,anger,0.5145006
i feel agitated and nervous,fear,anger,0.5144965
i feel agitated again and again,fear,anger,0.51449233
i just feel agitated by it all also,fear,anger,0.5144922
i am feeling agitated today,fear,anger,0.5144844
i feel so agitated and unsettled and it s making m,fear,anger,0.5144822
i am feeling agitated,fear,anger,0.51448166
i am feeling agitated this evening,fear,anger,0.5144761
i feel slightly agitated by the question,fear,anger,0.51446885
i feel like sometimes i am agitated with something he is doing when really,fear,anger,0.51446337
i feel agitated about it,fear,anger,0.5144592
i feel agitated though,fear,anger,0.5144302
i kinda feel agitated for the slightest reason,fear,anger,0.51441425
i start to feel agitated and become restless,fear,anger,0.5143856
i was feeling more piece than i had in a while and my children seemed less agitated as well,fear,anger,0.5143738
i am feeling agitated and angry that nothing is working out for me,fear,anger,0.51437324
i feel agitated and frustrated,fear,anger,0.5143699
i am feeling highly agitated,fear,anger,0.51432735
i feel all agitated,fear,anger,0.51432693
i feel so easily agitated,fear,anger,0.51429516
i began to feel a touch agitated,fear,anger,0.5142401
i feel tortured by this still,fear,anger,0.5137936
i feel about tortured artists by now,fear,anger,0.51373076
i feel slowly tortured by my own father,fear,anger,0.5137009
i would start feeling the pain after few hours from the time i tortured myself,fear,anger,0.51362485
i feel so tortured,fear,anger,0.51362425
i feel tortured and alone,fear,anger,0.5136034
i am feeling all tortured inside,fear,anger,0.5135897
i look back i feel tortured,fear,anger,0.513579
i feel is tortured love too strong to express,fear,anger,0.51353055
i feel tortured with spd and lyme,fear,anger,0.5135046
i began feeling like westley from princess bride when he was tortured by the machine,fear,anger,0.51345825
i feel tortured and tormented trapped within my mind hurting and turning without an escape of any kind,fear,anger,0.5134272
i never realized that deep down i enjoyed feeling suffocated and tortured by having to think of you and having a life with you not just a relationship with you at least once a day because simply because the pain reminds me of you and tells me that you were real,fear,anger,0.51341504
i often feel tortured by the workings of my soul and feel poorer than any man on the street because i know and yet do not follow i hear and do not listen i see and do not understand,fear,anger,0.51339376
i hate and i feel and i love and i am tortured,fear,anger,0.5133769
i am not want my heart feel tortured if i still remember everything about her,fear,anger,0.51334363
i can get on that thing read a book and zone out for at least minutes without feeling the least bit tortured,fear,anger,0.5133416
i know not but i feel that it happens and i am tortured for it,fear,anger,0.5133153
i felt guilty afterwards but hell i am feeling very tortured right now so discomfort is no foreign feeling,fear,anger,0.51331156
i have never ever gone from feeling so incredibly tortured to feeling good while being independently productive so quickly in my entire span of this disease,fear,anger,0.51331127
i feel like i make up for my lack of a tortured adolescence by being an incredibly strange person,fear,anger,0.51330477
i hear songs like this one and like papa roach s scars or anything staind i feel like i should be a tortured soul and i feel like i should have a horrible life,fear,anger,0.51330066
i feel tortured with spd and lyme encoding utf locale en us isprivate false ismobile false mobileclass languagedirection ltr feedlinks link rel alternate type application atom xml title free ideas,fear,anger,0.51326996
i was having dinner with yuu chan and she was saying she felt it really strange coz it s almost like i go to japan just so that i would feel all tortured when i got back so might as well not go,fear,anger,0.5132523
i feel like everyday i am being tortured and everything that i have lived through all that trauma has affected me,fear,anger,0.5132511
i mean geez cara was raised not to feel compassion she had all love and feeling tortured and beaten from her at a very young age thats how the mord sith work,fear,anger,0.51324314
i feeling like i am being tortured and deprived from a more comfortable stay and rest,fear,anger,0.51324266
i hate the way i feel its like being mentally tortured,fear,anger,0.51319706
i feel as if i am being tortured,fear,anger,0.51319253
i feel like i need to be some tortured soul in order to create words or whatever,fear,anger,0.51318747
i will torture him so that he feels how ive been tortured by the shit he did to me,fear,anger,0.5131726
i feel tortured i can always quit but this is something i never seem to be able to escape from no matter how hard i try,fear,anger,0.51317215
i do not want to see what i see and feel but i am tortured by the choices of where i will live in short days or weeks from now,fear,anger,0.5131547
i am pretty terrible at it and i feel tortured the whole time i am doing it,fear,anger,0.5131425
i can feel that my heart now is being tortured into too much pain nga unta sa lain na nga kinabuhi dile na unta kasakit ang mudangat niya kanunay,fear,anger,0.51313746
i have spin class in the morning and i want my body to feel like it can get tortured for an hour straight,fear,anger,0.5130253
i had stolen a bottle of rum from a person who knows me well he threatened to call the police if i did not pay shillings,anger,fear,0.51289034
i no longer feel like the victim or a tortured battered wife,fear,anger,0.5128591
i sooo can t wait until i m under and can sit in one of those folding chairs without feeling like i m being tortured,fear,anger,0.5128397
when i was charmed by my relatives,anger,joy,0.5106135
it was mid may,sadness,anger,0.50875974
every time i went home with my school report,fear,anger,0.5027513
i cannot help feeling this way,sadness,anger,0.49292642
when my friend who is close to me got engaged and did not invite me,anger,sadness,0.49159762
after my vacations,joy,anger,0.4909841
i put in two years of hard work and it was neither looked at nor appreciated,sadness,anger,0.48646668
a relationship in which i had put my trust,sadness,anger,0.48232716
when i did not get the salary increase that i had been expecting and understood how little ones work was appreciated,sadness,anger,0.4787453
when i went to a job interview,joy,fear,0.46594557
in school i had difficulties mith mathematics when i had to work for an examination,anger,fear,0.4373331
when i was called for an interview at kamuzu college of nursing,fear,anger,0.43545896
i thought that i was going to fail a subject and so i began to study for the final exam,joy,fear,0.41649053
after an operation i had to stay in bed for a long time,sadness,anger,0.40733966
when my husband suddenly came to see me at my new job and brought some flowers and cake with him,joy,fear,0.3907891
i thought that i had failed an examination,joy,anger,0.3891328
a few weeks back,anger,joy,0.37927878
when i began school at uc the preenrollment the classes,fear,joy,0.35478783
when my girl told me that she loved me more than any male creature on earth and that i would be the only one in her heart for all her life,joy,sadness,0.35066375
